Word	TAG
"). NNP - O

7 CD - O
. . - O
2 CD - O
The DT - O
Borrower NNP - I-PER
undertakes VBZ - O
not RB - O
to TO - O
grant VB - O
any DT - O
security NN - O
interest NN - O
of IN - O
any DT - O
kind NN - O
in IN - O
respect NN - O
of IN - O
any DT - O
Manufacturer NNP - O
Loan NNP - O
or CC - O
Shareholder NNP - O
' '' - O
s VBZ - O
Loan NNP - O
unless IN - O
the DT - O
Loan NNP - O
benefits VBZ - O
from IN - O
similar JJ - O
security NN - O
of IN - O
the DT - O
same JJ - O
rank NN - O
. . - O

7 CD - O
. . - O
3 CD - O
The DT - O
Lender NNP - I-PER
undertakes VBZ - O
, , - O
and CC - O
acknowledges NNS - O
that WDT - O
it PRP - O
is VBZ - O
a DT - O
condition NN - O
of IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
, , - O
that IN - O
it PRP - O
shall MD - O
not RB - O
grant VB - O
any DT - O
mortgage NN - O
, , - O
charge NN - O
, , - O
pledge NN - O
, , - O
lien VBN - O
or CC - O
other JJ - O
security NN - O
interest NN - O
of IN - O
any DT - O
kind NN - O
or CC - O
arrangement NN - O
that IN - O
would MD - O
adversely RB - O
effect VB - O
the DT - O
rights NNS - O
of IN - O
the DT - O
Borrower NNP - I-PER
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
, , - O
whether IN - O
to TO - O
its PRP$ - O
creditors NNS - O
or CC - O
any DT - O
other JJ - O
third JJ - O
party NN - O
. . - O

Without IN - O
prejudice NN - O
to TO - O
the DT - O
foregoing NN - O
, , - O
the DT - O
Borrower NNP - I-PER
acknowledges VBZ - O
and CC - O
accepts NNS - O
that WDT - O
the DT - O
assets NNS - O
of IN - O
the DT - O
Lender NNP - I-PER
, , - O
including VBG - O
without IN - O
limitation NN - O
Lender NNP - I-PER
' '' - O
s VBZ - O
rights NNS - O
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
, , - O
are VBP - O
currently RB - O
and CC - O
are VBP - O
expected VBN - O
to TO - O
continue VB - O
to TO - O
be VB - O
subject JJ - O
to TO - O
liens NNS - O
in IN - O
favour PRP$ - O
of IN - O
Lender NNP - I-PER
' POS - O
s NNS - O
creditors NNS - O
. . - O

7 CD - O
. . - O
4 CD - O
The DT - O
Lender NNP - I-PER
undertakes VBZ - O
that IN - O
, , - O
on IN - O
the DT - O
written VBN - O
request NN - O
of IN - O
the DT - O
Borrower NNP - I-PER
, , - O
the DT - O
Lender NNP - I-PER
shall MD - O
cooperate VB - O
with IN - O
the DT - O
Borrower NNP - I-PER
and CC - O
any DT - O
creditor NN - O
providing VBG - O
a DT - O
Financial NNP - O
Loan NNP - O
, , - O
Manufacturer NNP - O
Loan NNP - O
or CC - O
Shareholder NNP - O
' '' - O
s VBZ - O
Loan NNP - O
to TO - O
the DT - O
Borrower NNP - I-PER
, , - O
by IN - O
entering NN - O
, , - O
in IN - O
a DT - O
timely JJ - O
manner NN - O
, , - O
into IN - O
such JJ - O
inter NN - O
- : - O
creditor NN - O
agreement NN - O
as IN - O
may MD - O
reasonably RB - O
be VB - O
necessary JJ - O
and CC - O
customary JJ - O
for IN - O
the DT - O
implementation NN - O
of IN - O
Articles NNP - O
7 CD - O
. . - O
1 CD - O
and CC - O
7 CD - O
. . - O
2 CD - O
above IN - O
. . - O

8 CD - O
. . - O

COSTS NNS - O
The DT - O
Lender NNP - I-PER
and CC - O
the DT - O
Borrower NNP - I-PER
shall MD - O
each VB - O
pay NN - O
their PRP$ - O
own JJ - O
respective JJ - O
costs NNS - O
, , - O
taxes NNS - O
and CC - O
fees NNS - O
in IN - O
connection NN - O
with IN - O
the DT - O
implementation NN - O
of IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
. . - O

9 CD - O
. . - O

PARTIAL JJ - O
PAYMENTS NNS - O
If IN - O
the DT - O
Lender NNP - I-PER
receives VBZ - O
a DT - O
payment NN - O
that WDT - O
is VBZ - O
insufficient NN - O
to TO - O
discharge VB - O
all DT - O
the DT - O
amounts NNS - O
then RB - O
due JJ - O
and CC - O
payable JJ - O
by IN - O
the DT - O
Borrower NNP - I-PER
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
, , - O
the DT - O
Lender NNP - I-PER
shall MD - O
apply VB - O
that IN - O
payment NN - O
towards NNS - O
the DT - O
obligations NNS - O
of IN - O
the DT - O
Borrower NNP - I-PER
in IN - O
the DT - O
following JJ - O
order NN - O
: : - O
( : - O
A DT - O
) NN - O
in IN - O
or CC - O
towards NNS - O
payment NN - O
of IN - O
any DT - O
unpaid NN - O
fees NNS - O
, , - O
costs NNS - O
and CC - O
expenses NNS - O
; : - O
( : - O
B NNP - O
) : - O
in IN - O
or CC - O
towards NNS - O
payment NN - O
of IN - O
accrued VBN - O
interest NN - O
; : - O
and CC - O
Page NNP - O
6 CD - O
of IN - O
12 CD - O
7 CD - O
- : - O
December NNP - O
2007 CD - O
( CD - O
C NNP - O
) NNP - O
in IN - O
or CC - O
towards NNS - O
payment NN - O
of IN - O
any DT - O
principal JJ - O
due JJ - O
but CC - O
unpaid VBD - O
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
. . - O

10 CD - O
. . - O

ASSIGNMENT NN - O
10 CD - O
. . - O
1 CD - O
Subject NNP - O
to TO - O
( VB - O
A DT - O
) NN - O
� : - O
( : - O
D NNP - O
) : - O
below IN - O
and CC - O
10 CD - O
. . - O
2 CD - O
neither DT - O
Party NNP - O
may MD - O
, , - O
or CC - O
may MD - O
purport VB - O
to TO - O
, , - O
assign NN - O
, , - O
transfer NN - O
, , - O
mortgage NN - O
, , - O
charge NN - O
, , - O
pledge NN - O
or CC - O
otherwise RB - O
encumber JJR - O
all DT - O
or CC - O
any DT - O
portion NN - O
of IN - O
its PRP$ - O
rights NNS - O
, , - O
interests NNS - O
or CC - O
obligations NNS - O
arising VBG - O
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
without IN - O
the DT - O
prior JJ - O
written NN - O
consent NN - O
of IN - O
the DT - O
other JJ - O
Party NNP - O
, , - O
except IN - O
that DT - O
: : - O
( : - O
A DT - O
) NN - O
The DT - O
Borrower NNP - I-PER
may MD - O
freely RB - O
assign VB - O
, , - O
transfer VB - O
, , - O
mortgage NN - O
, , - O
charge NN - O
, , - O
pledge NN - O
or CC - O
otherwise RB - O
encumber JJR - O
all DT - O
or CC - O
any DT - O
portion NN - O
of IN - O
its PRP$ - O
rights NNS - O
and CC - O
obligations NNS - O
under IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
( NNP - O
or CC - O
any DT - O
document NN - O
or CC - O
legal JJ - O
instrument NN - O
referred VBD - O
to TO - O
in IN - O
this DT - O
Loan NNP - O
Agreement NNP - O
), , - O
( : - O
i PRP - O
) VBP - O
to TO - O
any DT - O
shareholder NN - O
of IN - O
the DT - O
Borrower NNP - I-PER
or CC - O
Affiliate NNP - O
of IN - O
such JJ - O
shareholder NN - O
or CC - O
( CD - O
ii NN - O
) : - O
to TO - O
any DT - O
Creditor NNP - O
. . - O

For IN - O
the DT - O
purposes NNS - O
of IN - O
this DT - O
Article NNP - O
12 CD - O
( CD - O
A DT - O
), NN - O
"	O
Affiliate	O
" : - O
means VBZ - O
in IN - O
relation NN - O
to TO - O
any DT - O
person NN - O
, , - O
any DT - O
other JJ - O
person NN - O
that IN - O
, , - O
directly RB - O
or CC - O
indirectly RB - O
, , - O
controls NNS - O
or CC - O
is VBZ - O
controlled VBN - O
by IN - O
or CC - O
is VBZ - O
under IN - O
the DT - O
same JJ - O
control NN - O
as IN - O
such JJ - O
person NN - O
and CC - O
the DT - O
term NN - O
"	O
control	O
" : - O
shall MD - O
mean VB - O
the DT - O
ability NN - O
to TO - O
exercise VB - O
, , - O
or CC - O
to TO - O
promote VB - O
the DT - O
exercise NN - O
, , - O
directly RB - O
or CC - O
indirectly RB - O
, , - O
of IN - O
at IN - O
least JJS - O
50 CD - O
% NN - O
of IN - O
the DT - O
voting NN - O
rights NNS - O
attached VBD - O
to TO - O
a DT - O
person NN - O
' '' - O
s NNS - O
equity NN - O
interests NNS - O
or CC - O
shares NNS - O
. . - O

"	O
Creditor	O
(	O
s	O
")"""	O
means	O
any	O
bank	I-ORG
,	O
special	O
purpose	O
project	O
company	O
,	O
trust	O
company	O
,	O
mortgage	O
company	O
,	O
insurance	O
company	O
,	O
pension	O
fund	O
,	O
real	O
estate	O
investment	O
trust	O
,	O
or	O
other	O
lending	O
or	O
financial	O
institutions	O
(	O
including	O
indirect	O
lenders	O
and	O
loan	O
participants	O
)	O
providing	O
debt	O
,	O
equity	O
,	O
lease	O
and	O
/	O
or	O
bond	O
financing	O
or	O
financial	O
services	O
,	O
or	O
credit	O
support	O
or	O
other	O
credit	O
enhancement	O
in	O
any	O
way	O
related	O
to	O
the	O
construction	O
of	O
the	O
Works	O
(	O
B	O
)	O
If	O
the	O
Borrower	I-PER
does	O
not	O
obtain	O
the	O
Lender	I-PER
'	O
s	O
prior	O
written	O
consent	O
to	O
any	O
such	O
assignment	O
,	O
transfer	O
,	O
mortgage	O
,	O
charge	O
,	O
pledge	O
or	O
other	O
encumbrance	O
under	O
sub	O
-	O
clause	O
(	O
A	O
)	O
above	O
the	O
Borrower	I-PER
shall	O
not	O
be	O
released	O
from	O
any	O
obligation	O
hereunder	O
unless	O
and	O
until	O
Borrower	I-PER
provides	O
an	O
unconditional	O
repayment	O
guarantee	O
to	O
Lender	I-PER
in	O
a	O
form	O
acceptable	O
to	O
Lender	I-PER
in	O
its	O
sole	O
discretion	O
.	O
(	O
C	O
)	O
If	O
the	O
Borrower	I-PER
obtains	O
the	O
Lender	I-PER
'	O
s	O
prior	O
written	O
consent	O
to	O
any	O
such	O
assignment	O
,	O
transfer	O
,	O
mortgage	O
,	O
charge	O
,	O
pledge	O
or	O
other	O
encumbrance	O
under	O
sub	O
-	O
clause	O
(	O
A	O
)	O
above	O
assignment	O
the	O
Borrower	I-PER
shall	O
not	O
have	O
to	O
provide	O
a	O
repayment	O
guarantee	O
to	O
Lender	I-PER
and	O
the	O
Borrower	I-PER
shall	O
be	O
released	O
from	O
any	O
obligation	O
hereunder	O
upon	O
the	O
execution	O
of	O
an	O
assignment	O
and	O
assumption	O
agreement	O
whereby	O
Borrower	I-PER
assigns	O
all	O
of	O
its	O
rights	O
to	O
the	O
assignee	O
and	O
the	O
assignee	O
assumes	O
all	O
of	O
the	O
obligations	O
of	O
Borrower	I-PER
under	O
this	O
Loan	O
Agreement	O
.	O
(	O
D	O
)	O
Successive	O
assignments	O
of	O
Borrower	I-PER
'	O
s	O
rights	O
under	O
this	O
Loan	O
Agreement	O
shall	O
remain	O
subject	O
to	O
this	O
Article	O
10	O
.	O
1	O
provided	O
that	O
Silicium	I-ORG
de	I-ORG
Provence	I-ORG
S	O
.	O
A	O
.	O
S	O
.	O
shall	O
not	O
be	O
released	O
from	O
a	O
guarantee	O
provided	O
in	O
satisfaction	O
of	O
its	O
obligations	O
under	O
this	O
Article	O
10	O
.	O
1	O
as	O
a	O
result	O
of	O
an	O
assignment	O
that	O
occurs	O
after	O
the	O
initial	O
assignment	O
by	O
the	O
Borrower	I-PER
unless	O
the	O
Lender	I-PER
'	O
s	O
consent	O
is	O
obtained	O
in	O
which	O
case	O
the	O
Borrower	I-PER
shall	O
be	O
released	O
and	O
item	O
(	O
C	O
)	O
above	O
shall	O
apply	O
.	O
10	O
.	O
2	O
The	O
Lender	I-PER
may	O
assign	O
or	O
transfer	O
this	O
Loan	O
Agreement	O
without	O
the	O
consent	O
of	O
the	O
Borrower	I-PER
in	O
the	O
event	O
of	O
a	O
change	O
of	O
control	O
of	O
the	O
Lender	I-PER
or	O
the	O
sale	O
of	O
all	O
or	O
substantially	O
all	O
the	O
assets	O
of	O
the	O
Lender	I-PER
to	O
which	O
this	O
Loan	O
Agreement	O
relates	O
.	O
Page	O
7	O
of	O
12	O
7	O
-	O
December	O
2007	O
10	O
.	O
3	O
Any	O
assignment	O
,	O
transfer	O
,	O
mortgage	O
,	O
charge	O
,	O
pledge	O
or	O
other	O
giving	O
of	O
security	O
by	O
one	O
Party	O
hereunder	O
shall	O
not	O
in	O
any	O
way	O
diminish	O
the	O
other	O
Party	O
'	O
s	O
rights	O
and	O
obligations	O
or	O
the	O
giving	O
Parties	O
successor	O
'	O
s	O
rights	O
and	O
obligations	O
under	O
this	O
Loan	O
Agreement	O
,	O
including	O
any	O
amendments	O
hereto	O
10	O
.	O
4	O
On	O
the	O
written	O
request	O
of	O
the	O
Borrower	I-PER
,	O
the	O
Lender	I-PER
shall	O
cooperate	O
with	O
the	O
Borrower	I-PER
and	O
any	O
Creditors	O
,	O
by	O
entering	O
,	O
in	O
a	O
timely	O
manner	O
,	O
into	O
such	O
direct	O
agreements	O
as	O
may	O
reasonably	O
be	O
necessary	O
and	O
customary	O
for	O
project	O
financing	O
of	O
the	O
Works	O
.	O
Such	O
agreements	O
may	O
include	O
provisions	O
which	O
permit	O
the	O
Creditors	O
,	O
in	O
the	O
event	O
of	O
a	O
breach	O
of	O
the	O
Loan	O
Agreement	O
or	O
the	O
Silicon	O
S	O
&	O
P	O
Agreement	O
that	O
would	O
permit	O
the	O
Lender	I-PER
to	O
terminate	O
the	O
Loan	O
Agreement	O
,	O
to	O
:	O
(	O
i	O
)	O
Take	O
-	O
over	O
the	O
Loan	O
Agreement	O
;	O
(	O
ii	O
)	O
step	O
-	O
in	O
,	O
rectify	O
or	O
otherwise	O
cure	O
any	O
breach	O
of	O
this	O
Loan	O
Agreement	O
;	O
(	O
iii	O
)	O
assign	O
or	O
otherwise	O
transfer	O
this	O
Loan	O
Agreement	O
.	O
11	O
.	O
WHOLE	O
AGREEMENT	O
This	O
Loan	O
Agreement	O
constitutes	O
the	O
entire	O
agreement	O
of	O
the	O
Parties	O
with	O
respect	O
to	O
the	O
subject	O
matter	O
hereof	O
and	O
,	O
except	O
as	O
herein	O
stated	O
and	O
in	O
the	O
instruments	O
and	O
documents	O
to	O
be	O
executed	O
and	O
delivered	O
pursuant	O
hereto	O
,	O
contains	O
all	O
of	O
the	O
representations	O
,	O
undertakings	O
and	O
agreements	O
of	O
the	O
Parties	O
.	O
This	O
Loan	O
Agreement	O
supersedes	O
all	O
prior	O
meetings	O
,	O
correspondence	O
,	O
and	O
negotiations	O
between	O
the	O
Parties	O
.	O
There	O
are	O
no	O
representations	O
,	O
warranties	O
,	O
covenants	O
,	O
agreements	O
,	O
or	O
collateral	O
understandings	O
,	O
oral	O
or	O
otherwise	O
,	O
expressed	O
or	O
implied	O
,	O
of	O
any	O
kind	O
between	O
the	O
Parties	O
hereto	O
,	O
respecting	O
the	O
subject	O
matter	O
hereof	O
,	O
except	O
as	O
contained	O
or	O
referred	O
herein	O
,	O
and	O
neither	O
Party	O
has	O
relied	O
on	O
any	O
statement	O
outside	O
of	O
the	O
written	O
agreement	O
.	O
12	O
.	O
VARIATION	O
AND	O
WAIVER	O
12	O
.	O
1	O
Any	O
variation	O
of	O
this	O
Loan	O
Agreement	O
must	O
be	O
in	O
writing	O
and	O
signed	O
by	O
or	O
on	O
behalf	O
of	O
all	O
Parties	O
.	O
12	O
.	O
2	O
A	O
waiver	O
of	O
any	O
right	O
under	O
this	O
Loan	O
Agreement	O
is	O
only	O
effective	O
if	O
it	O
is	O
in	O
writing	O
and	O
it	O
applies	O
only	O
to	O
the	O
Party	O
to	O
which	O
the	O
waiver	O
is	O
addressed	O
and	O
the	O
circumstances	O
for	O
which	O
it	O
is	O
given	O
.	O
13	O
.	O
SEVERANCE	O
If	O
any	O
provision	O
of	O
this	O
Loan	O
Agreement	O
(	O
or	O
part	O
of	O
a	O
provision	O
)	O
appears	O
to	O
be	O
invalid	O
,	O
unenforceable	O
,	O
illegal	O
,	O
or	O
non	O
-	O
binding	O
the	O
other	O
provisions	O
will	O
remain	O
in	O
force	O
.	O
The	O
Parties	O
are	O
obliged	O
to	O
replace	O
the	O
invalid	O
,	O
unenforceable	O
,	O
illegal	O
,	O
or	O
non	O
-	O
binding	O
provision	O
of	O
this	O
Loan	O
Agreement	O
(	O
or	O
part	O
of	O
a	O
provision	O
)	O
with	O
other	O
provisions	O
that	O
are	O
valid	O
,	O
enforceable	O
,	O
legal	O
and	O
binding	O
,	O
in	O
such	O
way	O
that	O
the	O
new	O
provisions	O
differ	O
as	O
little	O
as	O
possible	O
from	O
the	O
original	O
provisions	O
,	O
taking	O
into	O
account	O
the	O
object	O
,	O
purpose	O
and	O
contents	O
of	O
this	O
Loan	O
Agreement	O
.	O
14	O
.	O
NOTICES	O
14	O
.	O
1	O
Any	O
notice	O
or	O
other	O
communication	O
required	O
to	O
be	O
given	O
under	O
this	O
Loan	O
Agreement	O
shall	O
be	O
in	O
writing	O
and	O
shall	O
be	O
delivered	O
to	O
the	O
Party	O
required	O
to	O
receive	O
the	O
notice	O
or	O
communication	O
at	O
its	O
address	O
as	O
set	O
out	O
below	O
:	O
Borrower	I-PER
Usine	O
de	O
Saint	I-LOC
Auban	I-LOC
,	O
Page	O
8	O
of	O
12	O
7	O
-	O
December	O
2007	O
04	O
600	O
Saint	I-LOC
Auban	I-LOC
,	O
France	I-LOC
.	O
Attention	O
:	O
Frank	I-PER
Wouters	I-PER
,	O
CEO	I-LOC
Lender	I-PER
138	I-LOC
Bartlett	I-LOC
Street	I-LOC
Marlboro	I-LOC
,	O
Massachusetts	I-LOC
,	O
01752	O
U	O
.	O
S	O
.	O
A	O
.	O
Attention	O
:	O
Richard	I-PER
Chleboski	I-PER
,	O
Vice	O
President	O
or	O
at	O
such	O
other	O
address	O
as	O
the	O
relevant	O
Party	O
may	O
specify	O
by	O
notice	O
in	O
writing	O
to	O
the	O
other	O
Parties	O
.	O
Any	O
notice	O
or	O
other	O
communication	O
sent	O
by	O
e	O
-	O
mail	O
or	O
facsimile	O
must	O
be	O
confirmed	O
by	O
commercial	O
courier	O
.	O
14	O
.	O
2	O
Any	O
notice	O
or	O
other	O
communication	O
shall	O
be	O
deemed	O
to	O
have	O
been	O
duly	O
given	O
:	O
(	O
A	O
)	O
if	O
delivered	O
personally	O
,	O
when	O
left	O
at	O
the	O
address	O
referred	O
to	O
in	O
Article	O
14	O
.	O
1	O
;	O
or	O
(	O
B	O
)	O
if	O
delivered	O
by	O
commercial	O
courier	O
,	O
on	O
the	O
date	O
of	O
signature	O
of	O
the	O
courier	O
'	O
s	O
receipt	O
;	O
or	O
(	O
C	O
)	O
if	O
sent	O
by	O
fax	O
,	O
at	O
the	O
time	O
of	O
transmission	O
;	O
or	O
(	O
D	O
)	O
if	O
sent	O
by	O
e	O
-	O
mail	O
,	O
at	O
the	O
time	O
of	O
despatch	O
;	O
(	O
E	O
)	O
if	O
deemed	O
receipt	O
under	O
the	O
previous	O
paragraphs	O
of	O
this	O
Article	O
16	O
.	O
2	O
is	O
not	O
within	O
business	O
hours	O
(	O
meaning	O
9	O
.	O
00	O
am	O
to	O
5	O
.	O
30	O
pm	O
Monday	O
to	O
Friday	O
on	O
a	O
day	O
that	O
is	O
not	O
a	O
public	O
holiday	O
in	O
the	O
place	O
of	O
receipt	O
),	O
when	O
business	O
next	O
starts	O
in	O
the	O
place	O
of	O
receipt	O
.	O
15	O
.	O
CONFIDENTIALITY	O
15	O
.	O
1	O
Each	O
Party	O
undertakes	O
that	O
it	O
shall	O
not	O
at	O
any	O
time	O
during	O
this	O
Loan	O
Agreement	O
,	O
and	O
for	O
a	O
period	O
of	O
5	O
(	O
five	O
)	O
years	O
after	O
termination	O
of	O
this	O
Loan	O
Agreement	O
,	O
disclose	O
to	O
any	O
person	O
any	O
Confidential	O
Information	O
.	O
15	O
.	O
2	O
For	O
the	O
purpose	O
of	O
this	O
Article	O
15	O
,	O
" : - O
Confidential JJ - O
Information NN - O
"	O
means	O
any	O
knowledge	O
,	O
financial	O
data	O
or	O
operating	O
data	O
,	O
trade	O
secrets	O
,	O
experience	O
or	O
know	O
-	O
how	O
,	O
and	O
information	O
of	O
all	O
kinds	O
in	O
whatever	O
form	O
about	O
technologies	O
,	O
finances	O
and	O
costs	O
,	O
marketing	O
and	O
business	O
(	O
including	O
but	O
not	O
limited	O
to	O
term	O
sheets	O
,	O
notes	O
,	O
analyses	O
,	O
agreements	O
,	O
compilations	O
,	O
studies	O
and	O
interpretations	O
)	O
and	O
suchlike	O
which	O
is	O
disclosed	O
by	O
or	O
on	O
behalf	O
of	O
the	O
disclosing	O
Party	O
whether	O
or	O
not	O
the	O
same	O
is	O
marked	O
as	O
Confidential	O
Information	O
including	O
any	O
Confidential	O
Information	O
that	O
is	O
communicated	O
to	O
the	O
receiving	O
Party	O
orally	O
and	O
not	O
reduced	O
in	O
writing	O
.	O
" NN - O
Confidential JJ - O
Information NN - O
"	O
shall	O
exclude	O
any	O
information	O
that	O
:	O
i	O
.	O
is	O
or	O
becomes	O
(	O
through	O
no	O
improper	O
action	O
or	O
inaction	O
by	O
the	O
receiving	O
Party	O
or	O
any	O
affiliate	O
,	O
agent	O
,	O
consultant	O
or	O
employee	O
)	O
generally	O
available	O
to	O
the	O
public	O
,	O
or	O
ii	O
.	O
was	O
in	O
its	O
possession	O
or	O
known	O
by	O
it	O
prior	O
to	O
receipt	O
from	O
the	O
disclosing	O
Party	O
,	O
provided	O
the	O
receiving	O
Party	O
complies	O
with	O
restrictions	O
imposed	O
thereon	O
by	O
third	O
parties	O
,	O
or	O
iii	O
.	O
was	O
rightfully	O
disclosed	O
to	O
it	O
by	O
a	O
third	O
party	O
provided	O
the	O
receiving	O
Party	O
complies	O
with	O
restrictions	O
imposed	O
thereon	O
by	O
third	O
parties	O
,	O
or	O
iv	O
.	O
was	O
independently	O
developed	O
without	O
use	O
of	O
any	O
Confidential	O
Information	O
of	O
the	O
disclosing	O
Party	O
�	O
15	O
.	O
3	O
Each	O
Party	O
may	O
disclose	O
the	O
other	O
Party	O
'	O
s	O
Confidential	O
Information	O
:	O
Page	O
9	O
of	O
12	O
7	O
-	O
December	O
2007	O
15	O
.	O
3	O
.	O
1	O
to	O
its	O
employees	O
,	O
officers	O
,	O
representatives	O
or	O
advisers	O
who	O
need	O
to	O
know	O
such	O
information	O
for	O
the	O
purposes	O
of	O
carrying	O
out	O
the	O
Party	O
'	O
s	O
obligations	O
under	O
this	O
Loan	O
Agreement	O
.	O
Each	O
Party	O
shall	O
ensure	O
that	O
its	O
employees	O
,	O
officers	O
,	O
representatives	O
or	O
advisers	O
to	O
whom	O
it	O
discloses	O
the	O
other	O
Party	O
'	O
s	O
confidential	O
information	O
comply	O
with	O
this	O
Article	O
15	O
;	O
and	O
15	O
.	O
3	O
.	O
2	O
as	O
may	O
be	O
required	O
by	O
law	O
,	O
court	O
order	O
or	O
any	O
governmental	O
or	O
regulatory	O
authority	O
.	O
15	O
.	O
4	O
No	O
Party	O
shall	O
use	O
any	O
other	O
Party	O
'	O
s	O
confidential	O
information	O
for	O
any	O
purpose	O
other	O
than	O
to	O
perform	O
its	O
obligations	O
under	O
this	O
Loan	O
Agreement	O
.	O
16	O
.	O
APPLICABLE	O
LAW	O
AND	O
LANGUAGE	O
16	O
.	O
1	O
This	O
Agreement	O
shall	O
be	O
governed	O
by	O
and	O
construed	O
in	O
accordance	O
with	O
French	I-MISC
law	O
.	O
16	O
.	O
2	O
The	O
language	O
of	O
this	O
Agreement	O
and	O
all	O
correspondence	O
,	O
notices	O
and	O
written	O
communications	O
shall	O
be	O
English	I-MISC
.	O
17	O
.	O
DISPUTES	O
17	O
.	O
1	O
If	O
any	O
dispute	O
arises	O
out	O
of	O
or	O
in	O
connection	O
with	O
this	O
Loan	O
Agreement	O
,	O
directors	O
or	O
other	O
senior	O
representatives	O
of	O
the	O
Parties	O
with	O
authority	O
to	O
settle	O
the	O
dispute	O
will	O
,	O
within	O
ten	O
(	O
10	O
)	O
days	O
of	O
a	O
written	O
request	O
from	O
one	O
Party	O
to	O
the	O
other	O
,	O
meet	O
in	O
a	O
good	O
faith	O
effort	O
to	O
resolve	O
the	O
dispute	O
.	O
17	O
.	O
2	O
All	O
disputes	O
arising	O
out	O
of	O
or	O
in	O
connection	O
with	O
this	O
Loan	O
Agreement	O
which	O
are	O
not	O
resolved	O
pursuant	O
to	O
Article	O
17	O
.	O
1	O
,	O
shall	O
be	O
finally	O
settled	O
under	O
the	O
Rules	O
of	O
Arbitration	O
of	O
the	O
International	O
Chamber	O
of	O
Commerce	O
by	O
three	O
arbitrators	O
appointed	O
in	O
accordance	O
with	O
the	O
said	O
Rules	O
.	O
The	O
arbitration	O
shall	O
be	O
conducted	O
in	O
English	I-MISC
and	O
the	O
seat	O
shall	O
be	O
Paris	I-LOC
.	O
18	O
.	O
EVENTS	O
OF	O
DEFAULT	O
.	O
The	O
following	O
events	O
shall	O
be	O
considered	O
events	O
of	O
default	O
with	O
respect	O
to	O
this	O
Loan	O
Agreement	O
:	O
18	O
.	O
1	O
.	O
1	O
The	O
Borrower	I-PER
shall	O
default	O
in	O
the	O
payment	O
of	O
any	O
part	O
of	O
the	O
principal	O
or	O
unpaid	O
accrued	O
interest	O
on	O
the	O
Loan	O
[	O
for	O
more	O
than	O
[	O
thirty	O
(	O
30	O
)]	O
days	O
]	O
after	O
the	O
same	O
shall	O
become	O
due	O
and	O
payable	O
,	O
whether	O
at	O
maturity	O
or	O
at	O
a	O
date	O
fixed	O
for	O
prepayment	O
or	O
by	O
acceleration	O
or	O
otherwise	O
;	O
18	O
.	O
1	O
.	O
2	O
The	O
Borrower	I-PER
is	O
unable	O
or	O
admits	O
its	O
inability	O
to	O
pay	O
its	O
debts	O
as	O
they	O
fall	O
due	O
,	O
by	O
reason	O
of	O
actual	O
or	O
anticipated	O
financial	O
difficulties	O
or	O
suspends	O
making	O
payments	O
on	O
any	O
of	O
its	O
debts	O
or	O
commences	O
negotiations	O
with	O
one	O
or	O
more	O
of	O
its	O
creditors	O
with	O
a	O
view	O
to	O
rescheduling	O
any	O
of	O
its	O
indebtedness	O
;	O
18	O
.	O
1	O
.	O
3	O
The	O
Borrower	I-PER
is	O
in	O
a	O
state	O
of	O
suspension	O
of	O
payments	O
(	O
cessation	O
des	O
paiements	O
)	O
within	O
the	O
meaning	O
of	O
article	O
L	O
.	O
631	O
-	O
1	O
of	O
the	O
French	I-MISC
Commercial	O
Code	O
;	O
18	O
.	O
1	O
.	O
4	O
Any	O
corporate	O
action	O
,	O
legal	O
proceedings	O
or	O
other	O
procedures	O
or	O
steps	O
are	O
taken	O
by	O
reason	O
of	O
the	O
Borrower	I-PER
'	O
s	O
financial	O
difficulties	O
,	O
in	O
relation	O
to	O
:	O
(	O
A	O
)	O
The	O
suspension	O
of	O
payments	O
,	O
a	O
moratorium	O
of	O
any	O
indebtedness	O
,	O
winding	O
-	O
up	O
,	O
dissolution	O
administration	O
or	O
reorganisation	O
(	O
other	O
than	O
a	O
solvent	O
winding	O
-	O
up	O
,	O
dissolution	O
or	O
reorganisation	O
carried	O
out	O
with	O
the	O
prior	O
written	O
consent	O
of	O
the	O
Lender	I-PER
,	O
such	O
consent	O
not	O
to	O
be	O
unreasonably	O
withheld	O
or	O
delayed	O
)	O
of	O
the	O
Borrower	I-PER
;	O
(	O
B	O
)	O
A	O
composition	O
,	O
compromise	O
,	O
assignment	O
or	O
arrangement	O
with	O
any	O
creditor	O
of	O
the	O
Borrower	I-PER
;	O
Page	O
10	O
of	O
12	O
7	O
-	O
December	O
2007	O
(	O
C	O
)	O
The	O
appointment	O
of	O
a	O
liquidator	O
,	O
receiver	O
,	O
administrator	O
,	O
administrative	O
receiver	O
,	O
compulsory	O
manager	O
or	O
other	O
similar	O
officer	O
in	O
respect	O
of	O
the	O
Borrower	I-PER
or	O
any	O
of	O
its	O
assets	O
;	O
Or	O
any	O
analogous	O
procedure	O
